Sentence #,Sentence,Tag
Sentence: 91,Indonesian authorities blame Azahari bin Husin for orchestrating last month 's attacks in Bali as well as the 2002 Bali bombings that killed more than 200 people .,"['B-gpe', 'O', 'O', 'B-per', 'I-per', 'I-per', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-geo', 'O', 'O', 'O', 'O', 'B-tim', 'B-geo', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Sentence: 92,"Gunmen have shot and killed a Roman Catholic nun and her bodyguard at the hospital where she worked in Islamist-controlled Mogadishu , Somalia .","['O', 'O', 'O', 'O', 'O', 'O', 'B-org', 'I-org', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-geo', 'O', 'B-geo', 'O']"
Sentence: 93,Some witnesses to the Sunday shooting said they feared the attack was linked to Muslim anger toward Pope Benedict .,"['O', 'O', 'O', 'O', 'B-tim', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-per', 'I-per', 'O']"
Sentence: 94,"Two men with pistols attacked the nun , Sister Leonella Sgorbati , after she finished teaching a medical school class at the hospital in southern Mogadishu .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-per', 'I-per', 'I-per', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-geo', 'O']"
Sentence: 95,Officials say one suspect was arrested .,"['O', 'O', 'O', 'O', 'O', 'O', 'O']"
Sentence: 96,"In Rome , a Vatican spokesman deplored the attack and said he hoped it was an isolated event , and not irrationality arising from comments made by the Pope which angered some Muslims .","['O', 'B-geo', 'O', 'O', 'B-org', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Sentence: 97,Authorities in Mogadishu have not determined a motive for the shooting .,"['O', 'O', 'B-geo', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Sentence: 98,The pope has said he meant no offense to Muslims when he quoted a 14 century Byzantine emperor as saying some teachings of the Prophet Muhammed brought evil to the world .,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-per', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-per', 'I-per', 'O', 'O', 'O', 'O', 'O', 'O']"
Sentence: 99,"Pakistani forces have targeted militants in the northwest for a third day , launching airstrikes that they say killed at least nine suspected insurgents .","['B-gpe', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Sentence: 100,"Helicopter gunships Saturday pounded militant hideouts in the Orakzai tribal region , where many Taliban militants are believed to have fled to avoid an earlier military offensive in nearby South Waziristan .","['O', 'O', 'B-tim', 'O', 'O', 'O', 'O', 'O', 'B-geo', 'O', 'O', 'O', 'O', 'O', 'B-org', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-geo', 'I-geo', 'O']"
Sentence: 101,"“The forest is our supermarket,” says Anstice Justin.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'I-PER', 'O']"
Sentence: 102,“We get almost everything from the forests on these islands.,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Sentence: 103,"It is what we survive on.” Mr Justin, an anthropologist, has grown up in the Andaman and Nicobar islands straddling India’s east coast.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'I-LOC', 'I-LOC', 'I-LOC', 'O', 'B-LOC', 'I-LOC', 'I-LOC']"
Sentence: 104,"A federally-administered territory, the ecologically-fragile region consists of 836 islands, of which only 38 are inhabited.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Sentence: 105,"The Nicobar Islands are a distinct group of islands in the southern part of the territory, located some 150 km (93 miles) south of the Andaman Islands.","['O', 'B-LOC', 'I-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'I-LOC']"
Sentence: 106,"Now Mr Justin watches with trepidation as India plans a multi-billion ‘Hong Kong-like’ development project on the Great Nicobar Island, one of the largest and most secluded parts of the Nicobar archipelago.","['O', 'O', 'B-PER', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'I-LOC', 'I-LOC', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'I-LOC']"
Sentence: 107,"Built on a budget of 720bn rupees ($9bn or £6bn) and spread over 166 sq km, the project includes a transshipment harbour, a power plant, an airport and a new township, all designed to link the area to crucial global trade routes along the Indian Ocean and the Suez Canal.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'I-LOC', 'O', 'B-LOC', 'I-LOC']"
Sentence: 108,"Positioned near the Strait of Malacca, one of the busiest shipping lanes in the world, the project promises to boost international trade and tourism - the government reckons that some 650,000 people will be living on the island by the time the project is completed in 30 years.","['O', 'O', 'O', 'O', 'B-LOC', 'I-LOC', 'I-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-TIM', 'I-TIM']"
Sentence: 109,Experts say the multi-billion plan is also a part of India's larger goal to counter China's growing influence in the region.,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O']"
Sentence: 110,"But the scheme has sparked alarm among the islanders who fear the loss of their land, culture, and way of life, with the project threatening to push them to the brink of extinction.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Sentence: 111,"The Andaman and Nicobar Islands are home to some of the most isolated and vulnerable tribes in the world, with five groups classified as ""particularly vulnerable.""","['O', 'B-LOC', 'I-LOC', 'I-LOC', 'I-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Sentence: 112,"These include the Jarawas, North Sentinelese, Great Andamanese, Onge, and Shompen.","['O', 'O', 'O', 'B-PER', 'O', 'B-PER', 'I-PER', 'O', 'B-PER', 'I-PER', 'O', 'B-PER', 'O', 'B-PER']"
Sentence: 113,"While the Jarawas and North Sentinelese remain largely uncontacted, the Shompen - some 400 people - of the Great Nicobar Islands are also at risk of losing their way of life due to external pressures.","['O', 'O', 'B-PER', 'O', 'B-PER', 'I-PER', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'I-LOC', 'I-LOC', 'O', 'O', 'O', 'O', 'O', 'O']"
Sentence: 114,"A nomadic tribe, most of them live deep inside the forest where they forage for survival - not much is known about their culture as very few of them have ever had contact with the outside world.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Sentence: 115,"“The loss will be especially huge and traumatic for them,” says Mr Justin, who has been documenting the island since 1985.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-TIM']"
Sentence: 116,“Whatever we call development in the outside world is not of interest to them.,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Sentence: 117,"They have a traditional life of their own.""","['O', 'O', 'O', 'O', 'O', 'O', 'O']"
Sentence: 118,Environmentalists say there are also huge environmental costs of the project.,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Sentence: 119,"Spread across 921 sq km (355.6 sq miles), around 80% of the Great Nicobar island is covered with rainforests, which are home to more than 1,800 animals and 800 flora species, many of which are endemic.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'I-LOC', 'I-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Sentence: 120,"The federal environment ministry has said that only 130 sq km or 14% of the total area of the island will be cleared for the project – but that's still about 964,000 trees.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Sentence: 121,Experts warn the actual number could be much higher.,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Sentence: 122,“The government always claims only a part of the forest will be cleared.,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Sentence: 123,"But the infrastructure you're building would lead to more pollution, which in turn would impact the entire habitat,"" says Madhav Gadgil, an ecologist.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'I-PER', 'O', 'O']"
Sentence: 124,The environment ministry did not respond to BBC's request for comment.,"['O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'O', 'O']"
Sentence: 125,But Environment Minister Bhupendra Yadav in August had said that the project “will not disturb or displace” tribespeople and that it had received environmental clearances based on the “rigour of environmental scrutiny and after incorporating consequent safeguards”.,"['O', 'B-PER', 'I-PER', 'O', 'B-TIM', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Sentence: 126,"Yet, not everyone is convinced.","['O', 'O', 'O', 'O', 'O']"
Sentence: 127,"Earlier this year, 39 international experts from different fields of social sciences had warned that the development project would be a “death sentence” for the Shompen as it would destroy their habitat.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'O', 'O', 'O', 'O']"
Sentence: 128,"It's a fear that haunts Mr Justin too: ""The Shompen people do not have the knowledge or the means to survive in an industrial world,"" he says.","['O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'O', 'O', 'O', 'O', 'B-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Sentence: 129,"He worries the group could meet the same fate as the Nicobarese, the biggest tribal group on the island, which suffered displacement in 2004, when a massive tsunami in the Indian Ocean wiped out their villages.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'B-TIM', 'O', 'O', 'O', 'B-LOC', 'I-LOC', 'O', 'O', 'O']"
Sentence: 130,"Over the years, the government made efforts to resettle the people to a different area - but that too came at a price.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Sentence: 131,"“Most Nicobarese here are now manual labourers and stay in a settlement instead of their ancestral lands,” Mr Justin says.","['O', 'B-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'O']"
Sentence: 132,"""They have no place to grow crops or keep animals.” There are fears that the project could also expose the Shompen to diseases.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'O', 'O']"
Sentence: 133,"“Uncontacted peoples have little to no immunity to outside diseases like flu and measles which can and do wipe them out - they typically lose around two thirds of their population after contact,” says Callum Russell, an official at Survival International, a conservation group.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'I-PER', 'O', 'O', 'B-ORG', 'I-ORG', 'O', 'O', 'O']"
Sentence: 134,"There are other wider environmental concerns as well, especially about the marine life of the region.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Sentence: 135,"Ecologists warn of the effect on the Galathea Bay on the south-eastern side of the island, which has been the nesting place for giant leatherback sea turtles for centuries.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'I-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Sentence: 136,"Dr Manish Chandi, a social ecologist, says the project is proposed in an area which is home to saltwater crocodiles and the island's water monitors, fish and avifauna.","['O', 'B-PER', 'I-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Sentence: 137,A government statement has said the nesting and breeding grounds of these species would not be altered.,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Sentence: 138,"But Mr Chandi points out that there are several other species that nest in the area - such as the Leatherback sea turtles, corals and giant robber crabs - which might get displaced.","['O', 'O', 'B-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Sentence: 139,"Even though the project would take 30 long years to finish, people can't help but feel anxious about how it will irreversibly alter the delicate balance of both the environment and the lives of the island's indigenous people.","['O', 'O', 'O', 'O', 'O', 'O', 'B-TIM', 'I-TIM', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Sentence: 140,"Follow BBC News India on Instagram, YouTube, Twitter and Facebook.","['O', 'B-ORG', 'I-ORG', 'I-ORG', 'O', 'B-ORG', 'O', 'B-ORG', 'O', 'B-ORG', 'O', 'B-ORG']"
Sentence: 141,"With winter nights drawing in across North America, Canadian “snowbirds” – citizens who flee their freezing temperatures for sunnier climes every year – are planning their annual trips to Florida or the Caribbean.","['O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'I-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'B-LOC']"
Sentence: 142,"Traditionally, Cuba has been hugely popular among Canadians, drawn to the pristine white sands of beach resorts like Varadero.","['O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC']"
Sentence: 143,They fill the void left by Americans wary of the travel restrictions imposed on them under the continuing US economic embargo of the largest island in the Caribbean.,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC']"
Sentence: 144,"Figures show that almost one million Canadian tourists visited Cuba last year, the top country of origin for visitors by some margin.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O']"
Sentence: 145,"As such, a recent decision by the Canadian tour operator, Sunwing Vacations Group – one of Cuba’s leading travel partners – to remove 26 hotels from its Cuba portfolio is a blow to the island’s struggling tourism industry.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O']"
Sentence: 146,"Sunwing took the decision after Cuba endured a four-day nationwide blackout at the end of October, caused by failures with the country's aging energy infrastructure.","['B-ORG', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-TIM', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Sentence: 147,"This was followed by another national power cut last month, when Hurricane Rafael barrelled its way across the island, worsening an already-acute electricity crisis.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MISC', 'I-MISC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Sentence: 148,"A third countrywide blackout then happened on Wednesday, 4 Dec, after Cuba's largest power plant broke down.","['O', 'O', 'O', 'O', 'O', 'B-TIM', 'I-TIM', 'I-TIM', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O']"
Sentence: 149,"“Cuba has had some volatility in the last few weeks and that may shake consumer confidence,” Sunwing’s chief marketing officer, Samantha Taylor told the Pax News travel website last month.","['B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'O', 'O', 'B-PER', 'I-PER', 'O', 'O', 'B-ORG', 'I-ORG', 'O', 'O', 'O']"
Sentence: 150,"“There are incredible places to go in Cuba,” she stressed, keen to emphasise that the company isn’t pulling out of Cuba altogether.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O']"
Sentence: 151,"“But we also recognise that if clients are a little uncomfortable, we need to give them options.” Specifically, that involved drawing up a list of what they called “hidden gems” – alternative holiday destinations in the Dominican Republic, the Bahamas and Colombia.","(['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'I-LOC', 'O', 'B-LOC', 'O', 'B-LOC', 'O'],)"
Sentence: 152,The implications for Cuba are clear.,"(['O', 'O', 'O', 'B-LOC', 'O', 'O'],)"
Sentence: 153,"With tourism now the island’s principal economic motor, and the main source of foreign currency earnings after remittances, that an important tour operator is pointing its customers towards other countries’ beaches over crumbling energy infrastructure is a real concern.","(['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O'],)"
Sentence: 154,"“Our message to Canadians is that tourism is one of the economy’s priorities,” said Lessner Gómez, director of the Cuban Tourism Board in Toronto in a statement.","(['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'I-PER', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'O', 'B-LOC', 'O', 'O', 'O'],)"
Sentence: 155,"“The Ministry of Tourism has been preparing for the winter season to deliver better services, uninterrupted supplies, a better airport experience, and more and new car rentals.” While Cuba’s tourism agency tries to ease fears about the extent of the electricity blackouts, few can deny that these have been extremely difficult months on the island.","(['O', 'B-ORG', 'I-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O'],)"
Sentence: 156,Hurricane Rafael was only the latest storm to hit Cuba in a frenetic Atlantic hurricane season in which more powerful and more frequent storms are the new normal.,"(['B-MISC', 'I-MISC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O'],)"
Sentence: 157,"Of course, severe weather is a problem across the Caribbean.","(['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC'],)"
Sentence: 158,"But for Cuba, there are other complications in play.","(['O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O'],)"
Sentence: 159,"Donald Trump’s re-election to the White House and his choice for Secretary of State, Marco Rubio, stand to make life even more complicated for Cubans than it already is.","(['B-PER', 'I-PER', 'O', 'O', 'O', 'B-LOC', 'I-LOC', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'I-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O'],)"
Sentence: 160,"“This is probably the Cuban Revolution’s hardest moment,” says former Cuban diplomat, Jesús Arboleya.","(['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'I-PER', 'O'],)"
Sentence: 161,"“And unfortunately, I see nothing on the horizon whatsoever which allows for an optimistic view of the future of US-Cuba relations.","(['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-GPE', 'I-GPE', 'O'],)"
Sentence: 162,"“Donald Trump has handed US policy towards Cuba to those sectors of the Cuban American right who have essentially lived off anti-Castro policies since their origins.” Mr Arboleya adds that Marco Rubio, currently a US Senator for Florida, is the leading voice among them.","(['B-PER', 'I-PER', 'O', 'O', 'B-LOC', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'O', 'O', 'B-PER', 'I-PER', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O'],)"
Sentence: 163,He is a Cuban American long opposed to the communist government in Havana.,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O']"
Sentence: 164,"His parents were Cubans who moved to the US in 1956, three years before Fidel Castro seized power, but his grandfather fled the Castro-led turn to communism on the island.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'B-TIM', 'O', 'O', 'B-PER', 'I-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Sentence: 165,“People are horrified by the idea of another Donald Trump presidency.,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'I-PER', 'O']"
Sentence: 166,"It spells real trouble,” echoes Cuban political commentator and editor of Temas magazine, Rafael Hernández.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'I-PER', 'O']"
Sentence: 167,"Current US policy towards Cuba is “somewhat schizophrenic”, he argues.","['O', 'B-LOC', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O']"
Sentence: 168,"“On the one hand, the State Department facilitates support to the private sector, and [pushes for] economic changes in Cuba.","['O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O']"
Sentence: 169,"But on the other hand, Congress and Senate seem to freeze any advances on those reforms.” The expectation is, however, that a future Secretary of State Rubio will coalesce the US’s Cuba policy around a single idea - maximum pressure on the island by tightening the already-harsh sanctions.","['O', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'O', 'O', 'B-LOC', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O']"
Sentence: 170,"Cubans fear that could mean the suspension of commercial flights to Cuba, or even the closure of the US Embassy in Havana, which was officially reopened in 2015 after decades of frosty relations.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'B-TIM', 'O', 'O', 'O', 'O', 'O']"
Sentence: 171,"If implemented, such steps would be deliberately designed to further harm Cuba’s floundering tourism trade, the aim to hit the communist-run nation when it’s down.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Sentence: 172,Tourist numbers to Cuba have almost halved since the high point of nearly five million visitors during the Obama-era détente with Cuba.,"['O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-TIM', 'O', 'O', 'O', 'B-LOC']"
Sentence: 173,"Between 2015-2017 US visitors flocked to the island under more relaxed travel restrictions, keen to experience a country that had long been denied them.","['O', 'B-TIM', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Sentence: 174,"Around the same time, the Cuban government embarked on a major hotel-building spree, confident that demand would remain strong over the next decade.","['O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Sentence: 175,"However, there followed a double blow to Cuban tourism from which it hasn’t fully recovered.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Sentence: 176,"First, the Trump Administration rolled back President Obama’s engagement policies, and then the Covid-19 pandemic sent the industry into freefall.","['O', 'O', 'B-ORG', 'I-ORG', 'O', 'O', 'O', 'B-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Sentence: 177,"With many of those hotels now registering much lower occupancy rates than originally predicted, and real difficulties in providing the five-star customer experience as advertised amid the blackouts and shortages, some question the strategy of putting so many eggs in the tourism basket in the first place.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Sentence: 178,"“Why has Cuba invested 38% [of government funds] on average over the past decade in hotels and infrastructure connected to international tourism, but only 8 to 9% on energy infrastructure?” asks economist Ricardo Torres at the American University in Washington DC.","['O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'I-PER', 'O', 'O', 'B-ORG', 'I-ORG', 'O', 'O', 'B-LOC', 'I-LOC']"
